,tweet_id,label,tweet_text
50,1.378618274989146e+18,2,the govt was pushed to corner to ban the russian # sputnikv vaccine in ke & amp ; only accept the uk # astrazenaca little did they know the master will issue threats against ke . we should allow all vaccines to be sold in ke & amp ; end the colonial monopoly of uk . # kenyavsuk nanyuki kibaki
51,1.3729095614268088e+18,3,first dose in affect ! ! ! ? ? ? # moderna # covid19vaccine
52,1.3654393456756326e+18,2,fwiw : ill go with the 2 - shots of either # pfizer or # moderna . j & amp ; j isnt as effective with one shot . better efficacy is worth having to go through two rounds of shots . # covid19vaccine
53,1.3585082304780367e+18,3,got my first jab ? yesterday and joined the 12 million that have had theirs . amazing organisation at local gp . # covid _ 19 # vaccine # vaccination # astrazeneca # oxfordastrazeneca
54,1.3719176212732355e+18,2,got my first moderna shot yesterday ! ask me how it went ! # moderna # vaccine
55,1.3703894573257155e+18,2,# covid19 # vaccine access protest yesterday outside # moderna in kendall square
56,1.3773373133577871e+18,2,"i bet he would love the "" worst case scenario "" . . . and # pfizerbiontech too . . ."
57,1.373577427885064e+18,2,. @ aaiclas _ in team under guidance of @ kekugazder & amp ; in close coordination & amp ; support of @ moca _ goi has been working relentlessly towards # vaccinedelivery since jan 13 as # dcgi gave emergency use authorization to # covishield & amp ; # covaxin tune in tmrw @ 2pm cet for an itw with mr . gazder
58,1.3696554416560046e+18,2,"# goodmorning tweeps ! i woke up feeling very well again this morning ! im beginning to wonder if the # moderna vaccine also fights # longcovid symptoms . i still have them , and i absolutely crash around 4pm , but something is going on . . . i also woke up with ? ? ? fanta ? ? ? in my head ?"
59,1.3732266058925463e+18,2,"pakistan is using # sinopharm . this is the process after 1st dose , person has to wait for 21 days to get 2nd dose . after 2nd dose , wait 14 days for vaccine to make antibodies person can get # covid even after vaccination . vaccination does not mean you will not get # coronavirus"
60,1.3662667560633713e+18,2,"heartiest congratulations sir , you always lead from front and yes you have taken the vaccine when your turn actually came . you did not take advantage of your position and took vaccine earlier or out of turn . ? # covaxin # aatmanirbharbharat # indiafightscorona"
61,1.3794183531823432e+18,2,"# americafirst , no matter if people in 3rd world countries die from # covid19 and its mutations like flies , because # moderna and # johnsonandjohnson remain only in the # usa . nothing has changed ."
62,1.3737650764240036e+18,2,"@ guidofawkes perhaps a trial run for the new ranger regt , tier 2 , to recover about 15 million doses of # oxfordastrazeneca ?"
63,1.3771868194317476e+18,2,# us and # germany lead r & amp ; d funding . . . # covid # astrazeneca # pfizer # moderna # uk
64,1.3700015984417833e+18,2,russia to restrict @ twitter over failure to remove banned content . @ rollsroyce reports 4bn loss as pandemic shakes jet - engine maker . spain ' s zendal may produce # sputnikv vaccine . big tech ' s battle to fight pandemic misinformation in the # eu isn ' t enough .
65,1.381847601729962e+18,3,"# india has approved the use of the russian # sputnikv # covid - 19 vaccine , the russian direct investment fund ( rdif ) said on monday # covid19 # covidvaccine # omanobserver # oman"
66,1.367361651641639e+18,2,@ omarchughtai any update on sputnik ? # coronavirus # coronavirusvaccine # sputnikv
67,1.3818456984385943e+18,3,"# india gets 3rd # covid19 vaccine as dcgi today approved # sputnikv vaccine for emergency use , making it the third covid - 19 vaccine to be registered in india ."
68,1.382390724956668e+18,3,i got my first # moderna shot today !
69,1.3664073313160435e+18,2,two days and a few tylenol later i am feeling much better today . # moderna
70,1.383444900088148e+18,3,just got my first dose of the # moderna vaccine !
71,1.3706469954597724e+18,2,"for my nostalgic lebanese bros , remember this old lebanese tv ad # choubattaritak ? this will get you singing all day long ? ? ? ? # sinovac # rayovac"
72,1.3718108206282995e+18,2,"india ' s defense budget is 100 billion $ while pakistan ' s budget is 11 billion $ . if your enemy is stronger than you , you will teach children that weapons and missiles are useless . let ' s kill the enemy with a slingshot ? think wisely . everything will happen if you exist . # sinopharm"
73,1.367006547247702e+18,2,"answers r 1 . not fake 2 . not fake . 3 . fake lootttttoooooooo play now ! # myntra , # bigcitygreens , # covaxin , # faug , # pubgmobileindia , # flipkart , # paytmholi , # paytmkaro"
74,1.3737364651175483e+18,3,guess who got vaccinated ! ? # moderna shot 1 out of 2 ! # vaccinessavelives # covidvaccine
75,1.366248259417608e+18,2,india gears up for jab ; india today ' s @ journoashutosh shares this ground report from # gurugram on how the drive is taking place . # itvideo # coronavaccines # covaxin # covishield
76,1.3475197596136366e+18,2,"# pfizerbiontech , moderna and astrazeneca # vaccines could be rolled out early next year . we asked experts to explain the key differences , and which could be the first to reach low - income countries "" @ trf _ stories . do also recommend -"
77,1.364744181550256e+18,2,@ anitaoakville pm @ justintrudeau confirms he will exceed his promise of 2m moderna doses for the 1st quarter . updated vaccine deliveries : # moderna week march 8th - 460k moderna week of march 22nd - 840k moderna # cdnpoli
78,1.35128155459362e+18,2,i am now a 5g enabled bobcat beep boop # pfizerbiontech
79,1.3617980458437837e+18,2,"@ financialtimes not so sure b / c ... ? . . . darpa funding development of implantable biochip . . . the chip is able to deploy experimental new # vaccine , developed jointly by # moderna and u . s govt , that could change human dna ? able to reprogrammrna aka messenger ribonucleic acid strange ?"
80,1.3732447699929006e+18,2,"@ koachkelly68 @ parkrunuk same here . had mine this morning with the # oxfordastrazeneca jab . apart from a very slightly sore arm , i ' m feeling fine ."
81,1.371073482008707e+18,2,@ mayoclinic i was sick for days after 2nd shot of # moderna shot . fever body ache headache ? whole body sore ?
82,1.376481760742019e+18,2,# china on saturday reported having administered more than 100 million doses of the # covid19 vaccine so far across the country read more ? ? ? # vaccine # sinovac # sinopharm
83,1.3662420377212232e+18,2,pm modi gets # coronavirus vaccine as second phase of inoculation begins in india | hw english # aiims # covaxin # featured # pmmodi
84,1.3759032979540664e+18,2,"who is eating alone today because doug ford and trudeau toronto ontario canada forced you to stay home # lockdown no family , no business , no church , no hope , no life # mentalhealth order russia # sputnikv get out of syria # covid19 # spring # healthcare"
85,1.3848090131000238e+18,3,my mom finally got her 2nd dose of # sinopharm vaccine . her vaccination process is complete . she ' ll quarantine for another 2 weeks to develop life - time antibodies . no side effects so far ! get yourself vaccinated ! follow # sops thank you # china # covidvaccine # covid _ 19 # pakistan
86,1.3481308174244332e+18,3,"buckle up buttercup , the second # pfizerbiontech dose is a bear ! my misgivings about very mild side effects with the first dose have now been alleviated ! sure beats the real thing , though . . . # covid19 @ vumchealth"
87,1.3671415945923827e+18,3,"the @ ottawacitizen , the voice of the us hedge fund - has mentioned # sputnikv , but like the rest of the canadian media has never asked trudeau why canada will not order safe , cheap , and effective # sputnikv ."
88,1.3740189513871688e+18,2,"@ pakned43 @ bbhuttozardari he is in the opposition and raise the issue ! his voice is heard , for a sindh they are also importing # sputnikv and chinese vaccine which will be given free . if you have a better idea plz speak ."
89,1.3500765391913615e+18,3,look what i got # pfizerbiontech # covidvaccine # socialresponsibility # spaceballs
90,1.3790096622347305e+18,3,parents took the second dose of # covaxin today . smooth process . turnaround time of 2 hours . cant thank the healthcare professionals enough ? ? ?
91,1.3488769165357875e+18,2,"a simple video comparing the 3 # covid vaccines currently available in the uk . the three covid - 19 vaccines are from pfizer - biontech , the uni of oxford & amp ; astra - zeneca and moderna . # covidvaccination # covidvaccine # pfizerbiontech # oxfordastrazeneca # moderna"
92,1.3718888965990318e+18,2,"24 hrs after 2nd # moderna shot and i feel good . 2 hrs after shot i was fatigued with a little brain fog . no cough , fever or chill . woke up today feeling ok . arm sore with small skin rash / reaction around injection . slight headache & amp ; brain fog off / on . all in all , im good . # vax"
93,1.3738534027408876e+18,2,@ dixiebootsnwine their plan all along # gates # eugenics # worldeconomicforum # klausschwab # cdc # nih # niaid # fauci # bigpharma # moderna # covid19 # covid ? 19 # covid19vaccine
94,1.3827172649531105e+18,2,"all californians 16 + are eligible for the covid - 19 vaccine from april 15 , 2021 . how and where to get vaccinated ( part 2 ) : # vaccine # covid _ 19 # covidvacccine # covid19 # coronaviruspandemic # coronavirus # pfizer # moderna # johnsonandjohnson # getvaccinated"
95,1.364763426560516e+18,3,"incredibly grateful to @ yvfwc miramar health clinic pasco for prioritizing educators , despite state denial of need . the waiting room felt like a district - wide plc . ? ? ? # edchat # pln # covid19 # moderna # notthrowingawaymyshot"
96,1.3832934105812255e+18,2,"bio - vaccines : from the current production of 1 crore doses / month , the # covaxin vaccine capacity will be doubled by may - june 2021 & amp ; then increased nearly 6 - 7 fold up to 6 - 7 crore vaccine doses by july august 2021 . more : via @ biovoicenews @ bharatbiotech"
97,1.3592343718117376e+18,2,left the house in this 8 weather and crazy slick roads and got stuck ! ( . . . in the arm . with my second # moderna vaccine . ) # vaccine
98,1.3800357453316503e+18,2,"# covaxin generally medicine used to cure illness , first time its being used to get vote , no names here"
99,1.3805961029787566e+18,2,"? vaccine tracker covid - 19 : share of injection by region and moderna in italy ? ? ? , up - to - date # vaccini # moderna # covid19"
100,1.3727727151914107e+18,2,"wealth morning mar . 19th , 2021 ? ? ? headline # pakistan received a # chinese donation of 500 , 000 doses of # sinopharm # vaccine , bringing the country ' s total supply to 1 million shots , health minister faisal sultan said ."
101,1.3808963357511557e+18,3,"@ johntory embarrassing moscow russia everything is open business as usual . ontario canada reporting 3813 cases of # covid19 973 new cases in toronto # lockdown closed business , church , no family , no hope # mentalhealth canada get out of syria # sputnikv 91 . 6 % effective"
102,1.3785069017392087e+18,2,2nd covid vaccine done # covidvaccination2021 # covidvaccineday # moderna # 2nddose
103,1.3595557313647124e+18,2,"russia coronavirus death toll rises to 78 , 134 # russia # moscow # coronavac # sputnikv"
104,1.3818920719302984e+18,2,"# breaking big vaccine update after approving # sputnikv , more foreign vaccines are lively to be given emergency use authorization in india . govt is looking to expand basket of vaccines in order to ramp up the # vaccinationdrive ( 1 / n ) # vaccineshortage # vaccinateeveryindian"
105,1.3808925804356567e+18,2,"ok , so feeling the arm soreness today but not too bad . still feel more tired than normal and dealing with nasal issues but just think that due to allergies more than anything . so all in all not too awful but noticeable . hoping the second one is easier . # moderna"
106,1.3582855628059443e+18,2,@ thelancet article hugely boosted # sputnikv @ sputnikvaccine vaccine image in the eu . we are already witnessing a race not only to procure it when approved by ema but to produce it as well . # germany # austria # slovakia all have shown interest in domestically producing it . # russia
107,1.372091774244651e+18,2,"@ mailonline "" moderna starts covid - 19 vaccine trials on six - month - old babies "" 2017 ted talk by the cmo of # moderna therapeutic tal zaks on "" rewriting the genetic code "" mrna injection and "" hacking the software of life """
108,1.3772457456281272e+18,3,"you have more side effects from refined oils , alcohol & amp ; smoke than a vaccine but nobody questions the side effects of them . . . got vaccinated # covaxin yesterday . . . slight fatigue & amp ; pain just like we would get after any vaccine . . . if you are eligible , go ahead @ icmrdelhi"
109,1.36271234633506e+18,3,"got my second # moderna vaccine yesterday . feeling like i got run over by a truck today . ? ? ? however , i ' m so # grateful ! # worthit # fullyvaccinated # thankful"
110,1.3777185730833244e+18,2,"if we call it the # fauciouchie , surely anyone who gets moderna has the right to call it the dolly dose . and wear a bandaid covered in rhinestones # dollysose # moderna # dontthrowawayyourshot"
111,1.3827886604126822e+18,3,"@ cp24 while canada is forced to stay at home home # lockdown no family , no business , no school , drug abuse , violence , unemployment , no hope , no life , our government denies us the safe and available russia sputnik v # vaccine # covid19 # mentalhealth # jesus # sputnikv"
112,1.373294150171435e+18,3,happy to say i received my first dose of the # moderna vaccine ! 4 months to go for the second ? # covid19 # vaccinated
113,1.381980118097277e+18,2,"ok , if you got sick after your second injection , when did it happen ? # moderna # phizer # jabtobeatcorona # vaccine"
114,1.360303150431752e+18,2,"india supplies 23 million covid - 19 vaccines to 20 countries | indiablooms - first portal on digital news management # coronavirusvaccine , # covid19 , # covaxin , # astrazeneca , # covishieldvaccine"
115,1.3588878122637763e+18,3,"@ fordnation doug ford and trudeau will not ask russia to produce # sputnikv vaccine 91 . 6 % effective against # covid19 in ontario canada , extend draconian # lockdown to destroy family business church life school forcing stay at home # mentalhealth"
116,1.372067846964965e+18,2,? ? got the vaccine for three fiddy if anyone wants ? # moderna # covid19
117,1.3405522984941855e+18,1,# watch : nurse faint after getting pfizer - biontechs covid - 19 vaccine in us # pfizervaccine # pfizerbiontech # covid19 # coronavirus # vaccine # india # vaccineswork
118,1.353427257587454e+18,3,got my first dose of the # pfizerbiontech # covid19 # coronavirusvaccine yesterday ? side effects over the last 24 hours have been slightly achy arm . antibody test the day before showed i had zero anti - sars2 - cov antibodies . lets see how many i have in a few weeks . . .
119,1.3657325480438003e+18,3,"dr . daniel chirundu said took the # sinopharm vaccine to protect himself , those he works with , and his clients . his vaccination also served as a cue to action among my subordinate and others who are now demanding it ."
120,1.3850525438736507e+18,2,"theyre back ! ! ! ? = ? ? ? ? it doesnt matter what your views are , im sure you can relate to this in some way . ? ? ? # laughterisgoodforthesoul # covid19 # vaccine # lol # comedy # acting # actor # actress # actorlife # skit # pzifer # moderna # johnsonandjohnson"
121,1.3819424137747497e+18,2,has kenya authorized # sputnikv ? good news !
122,1.3719340484619878e+18,2,"# moderna trial ends 2023 : # astrazenica trial ends 2023 : # pfizer trial ends 2023 : - your personal life insurance is invalid - holiday insurance is invalid . . . want some more cheese , lab rat ?"
123,1.3600159665166991e+18,2,"# biden administration finalizes # deal for # 200 # million # vaccine doses from # pfizer , # moderna"
124,1.365752231019098e+18,1,russian woman after mrna # sputnikv is very sick and terrified .
125,1.3653311599164252e+18,2,moderna launches clinical trials to test new vaccine designed to combat covid - 19 variants . # covidvaccine # moderna # staysafe
126,1.3826427258839447e+18,1,"yesterday , decided to test for antibodies , and i dont have any ? ? ? so looks like vax either didnt work , or didnt last . test result ( today ) was 13 . 9 ( anything above 15 is positive ) . also , no more 3rd shots being offered . oh well . # sinopharm"
127,1.3406298483190047e+18,1,"as the # pfizerbiontech vaccine is "" leaky "" or doesn ' t stop transmission and vaccinated people might shed more virus as a result , could a variant of covid - 19 that spreads be a result of this and lack of natural immunity from lockdowns ?"
128,1.3742373035189412e+18,2,"having slept for pretty much two days , after my # covidvaccine . i thought id re - sync my body clock , by staying up all night , with all 4 hours of # zacksnydersjusticeleague , but after seeing a trailer for # riverhunters , ive just watched the entire first series ! # oxfordastrazeneca"
129,1.3631532373318735e+18,2,"@ paulie _ paulie it was a british jab for british people 😁 # oxfordastrazeneca ( okay its made in belgium , but it says oxford in the title dammit ! ! ! )"
130,1.3812301016233452e+18,1,i got my # secondvaccination yesterday & amp ; i feel awful ? # vaccinated # covidvaccine # moderna
131,1.382317723938603e+18,2,"as a pregnant person who is getting the # moderna # covidvaccine today , does anyone know if there are any official studies i can enter myself into ? # covid19 # covid # coronavirus # coronavaccine @ moderna _ tx"
132,1.3736872254188052e+18,3,getting the # moderna vax today ! worried about side effects but more excited to do my part to stop the damn spread . i had # covid ? 19 in january and i do not recommend .
133,1.382084181946155e+18,3,# moderna says new data shows its # covid vaccine is more than 90 % effective against virus six months after second shot #
134,1.366213507276923e+18,2,# covaxin my pm ? ? ?
135,1.37005724994356e+18,2,"@ ammu _ maanu @ poopoonga if i ' m not mistaken , phase 3 data of # covaxin is out in public ."
136,1.362266865788203e+18,3,# hongkong fast tracks # china ' s # sinovac # vaccine approval # pandemic
137,1.3723770600609833e+18,2,"@ ndtv despite highest recovery rate than rest of world and vaccines # covishield # covaxin invented and administerd on war footing with much fanfare , the situation is still alarming , means vaccines are not efficacious to contain # coronavirus and it was all drama to pacify the outcry ."
138,1.3812138054058227e+18,2,# sputnikv # lockdown # aespa # cancelboardexam2021 # cryptocurrency # dogecoin # ethereum # elonmusk # eurovision # enhypen # fearlesstaylorsversion # grandnational # heysayjump # houseoffamegr # jasminbhasin # kkrvssrh horoscope of english :
139,1.3602088208997783e+18,2,had my 2nd # moderna shot yesterday . i am off today and in anticipation of having possible negative side effects decided sending k to daycare was a good idea . dh has made me feel so guilty for being off and sending him . i dont know that he means to but ugh . im going back to bed .
140,1.381563383498076e+18,2,"if approved , # sputnikv will be the third covid - 19 vaccine to be available in india"
141,1.3828084517183895e+18,2,"in addition , # darpa funds # moderna . why does the u . s . defense advanced research projects agency , which up until now was focused on ai technology for national security and u . s . military , fund an experimental injection in millions of humans ?"
142,1.370988201553367e+18,2,"# bahrain ' s ministry of health receives 300 , 000 doses of the chinese # covid - 19 # sinopharm vaccine"
143,1.382567749839319e+18,2,"coronavirus cases surpass 138 . 2 mn globally , us tally tops 31 . 4 mn @ who @ drtedros @ potus @ un @ antonioguterres # coronaviruspandemic # covid19 # us # brazil # turkey # mexico # sputnikv read |"
144,1.3849038906011195e+18,2,been and posted my weekly covid swab for the vaccine trials . what a beautiful afternoon . # sunshine # blossom # beautifulday # oxfordastrazeneca # vaccine # trials # astrazenecavaccine # vaccinetrials
145,1.3602280495186125e+18,2,dare we begin to feel a bit of relief ? # presbiden # covid19 # vaccines # moderna # pfizer
146,1.347197570926465e+18,2,it ' s v - day today ! flat eric gets his # covid19 vaccine today . # vaccinations # coronavirus # pfizerbiontech # modernavaccine # stayhome # staysafestayhealthy # anderhalvemetersamenleving # vday # sideeffects # pain # photooftheday # healtcare # diederikgommers # ikdoemee # photoblogger # health
147,1.3818047012183409e+18,2,"( jakarta 13 / 4 ) siti nadia tarmizi , a spokesperson for indonesia covid - 19 vaccine programme , said who had found the chinese vaccines had met requirements by being more than 50 % effective . she noted that clinical trials for the # sinovac in indonesia showed it was 65 % effective ."
148,1.3814673151626035e+18,3,"# speakupforvaccinesforall people who want # covaxin , can demand at amitshah and modi rally . ? ? ? # coronavirus # covid19"
149,1.3848926721088635e+18,3,"# india indigenously developed # covaxin jab 78 % effective against covid - 19 in trials , maker bharat biotech says"
150,1.353077393641132e+18,3,getting ready to roll my sleeve up for dose # 2 of the # pfizerbiontech # covidvaccine @ grhospitalkw on monday . feeling very grateful that my rescheduled appt . was only delayed by a few days . # proudtoworkat @ schlegelvillage
151,1.38117487877931e+18,2,"@ stalinsachin @ adeshbakth every time i read such stories i ' m tempted to ask , "" vote kisko diya tha ? "" . i know it ' s mean . okay no , very mean . but in # newindia , it ' s a pertinent question , imo # covid # covid19 # covaxin"
152,1.3666593650008635e+18,2,"the esadegeo daily digest on @ javiersolana ' s blog : ? ? ? # sarkozy sentenced to 3 years in prison ? ? ? slovakia buys 2 million # sputnikv doses ? ? ? @ potus , # amlo meet over migration ? ? ? # india - # pakistan ceasefire - for now ?"
153,1.3844039290526884e+18,2,"remdesivir arranged by # bjp was for govt , ... - get your news featured use # indiapostusa # anthonyfauci # coronapatients # coronavaccinenews # coronavaccineupdates # covaxiupdates # covaxin # covid19lockdown # drharshvardhan # fadnavis # health # healthcare"
154,1.3820163787109335e+18,3,1st shot done ! @ cichealth @ gillettestadium # cichealth # covidvacccine # thisisourshot # moderna
155,1.3815973804499845e+18,1,"# pfizer # moderna # coronavaccine with vaccination , you get cancer . ? ? ?"
156,1.354416138873168e+18,2,@ toryboypierce @ pfizer actually what the french have done is acknowledge their vaccine wouldnt be ready until the end of 2021 and have turned their facilities over to the production of the # pfizerbiontech vaccine .
157,1.3723140461211402e+18,3,"shot # 1 down ! thank you , # kaiserpermanente # moderna @ dollyparton ? ? ?"
